x_coords,y_coords,z_coords
0.5890830640250431,0.0,-0.82675
0.5987259798846901,0.0,-0.8100479797979798
0.6083688957443371,0.0,-0.7933459595959595
0.6180118116039839,0.0,-0.7766439393939394
0.6276547274636309,0.0,-0.7599419191919192
0.6372976433232778,0.0,-0.743239898989899
0.6469405591829248,0.0,-0.7265378787878788
0.6565834750425715,0.0,-0.7098358585858586
0.6662263909022186,0.0,-0.6931338383838384
0.6758693067618655,0.0,-0.6764318181818183
0.6855122226215125,0.0,-0.6597297979797979
0.6951551384811594,0.0,-0.6430277777777779
0.7047980543408063,0.0,-0.6263257575757576
0.7144409702004532,0.0,-0.6096237373737374
0.7240838860601002,0.0,-0.5929217171717173
0.733726801919747,0.0,-0.576219696969697
0.7433697177793941,0.0,-0.5595176767676768
0.7530126336390409,0.0,-0.5428156565656566
0.7626555494986879,0.0,-0.5261136363636364
0.7722984653583349,0.0,-0.5094116161616162
0.7819413812179817,0.0,-0.49270959595959596
0.7915842970776287,0.0,-0.4760075757575758
0.8012126468429334,0.0,-0.45930555555555563
0.8105128056037866,0.0,-0.4426035353535354
0.8193692363646116,0.0,-0.4259015151515152
0.8277961128384036,0.0,-0.409199494949495
0.8358063659659025,0.0,-0.39249747474747476
0.8434118103631641,0.0,-0.37579545454545454
0.8506232534932792,0.0,-0.35909343434343444
0.8574505902965316,0.0,-0.3423914141414142
0.8639028855093123,0.0,-0.325689393939394
0.8699884455019302,0.0,-0.3089873737373738
0.8757148811454273,0.0,-0.29228535353535356
0.8810891629598053,0.0,-0.2755833333333334
0.8861176695872334,0.0,-0.2588813131313132
0.8908062304634828,0.0,-0.24217929292929297
0.8951601634211065,0.0,-0.22547727272727275
0.899184307842545,0.0,-0.20877525252525256
0.9028830538856184,0.0,-0.19207323232323234
0.9062603682239148,0.0,-0.17537121212121212
0.9093198166774389,0.0,-0.15866919191919193
0.9120645840521437,0.0,-0.14196717171717183
0.9144974914586791,0.0,-0.1252651515151516
0.9166210113393501,0.0,-0.1085631313131314
0.9184372803965765,0.0,-0.0918611111111112
0.919948110585069,0.0,-0.075159090909091
0.921154998302635,0.0,-0.058457070707070784
0.9220591318902486,0.0,-0.04175505050505058
0.9226613975302065,0.0,-0.02505303030303037
0.922962383611273,0.0,-0.008351010101010161
0.922962383611273,0.0,0.008351010101010047
0.9226613975302065,0.0,0.025053030303030254
0.9220591318902486,0.0,0.04175505050505046
0.921154998302635,0.0,0.05845707070707067
0.919948110585069,0.0,0.07515909090909088
0.9184372803965765,0.0,0.09186111111111109
0.9166210113393501,0.0,0.10856313131313118
0.9144974914586791,0.0,0.12526515151515139
0.9120645840521439,0.0,0.1419671717171716
0.9093198166774389,0.0,0.1586691919191918
0.9062603682239148,0.0,0.175371212121212
0.9028830538856186,0.0,0.19207323232323223
0.899184307842545,0.0,0.20877525252525242
0.8951601634211065,0.0,0.22547727272727275
0.890806230463483,0.0,0.24217929292929286
0.8861176695872334,0.0,0.25888131313131296
0.8810891629598054,0.0,0.27558333333333324
0.8757148811454274,0.0,0.29228535353535334
0.8699884455019302,0.0,0.30898737373737367
0.8639028855093123,0.0,0.3256893939393938
0.8574505902965316,0.0,0.3423914141414141
0.8506232534932793,0.0,0.3590934343434342
0.8434118103631641,0.0,0.3757954545454545
0.8358063659659026,0.0,0.3924974747474746
0.8277961128384036,0.0,0.4091994949494949
0.8193692363646117,0.0,0.42590151515151503
0.8105128056037866,0.0,0.44260353535353536
0.8012126468429335,0.0,0.4593055555555554
0.7915842970776287,0.0,0.47600757575757574
0.7819413812179818,0.0,0.49270959595959585
0.7722984653583349,0.0,0.5094116161616162
0.762655549498688,0.0,0.5261136363636363
0.753012633639041,0.0,0.5428156565656563
0.7433697177793941,0.0,0.5595176767676767
0.7337268019197473,0.0,0.5762196969696968
0.7240838860601002,0.0,0.5929217171717172
0.7144409702004533,0.0,0.6096237373737372
0.7047980543408064,0.0,0.6263257575757575
0.6951551384811594,0.0,0.6430277777777776
0.6855122226215125,0.0,0.6597297979797979
0.6758693067618656,0.0,0.6764318181818181
0.6662263909022186,0.0,0.6931338383838384
0.6565834750425718,0.0,0.7098358585858584
0.6469405591829248,0.0,0.7265378787878788
0.6372976433232779,0.0,0.7432398989898988
0.6276547274636309,0.0,0.7599419191919192
0.6180118116039839,0.0,0.7766439393939393
0.6083688957443372,0.0,0.7933459595959593
0.5987259798846901,0.0,0.8100479797979797
0.5890830640250431,0.0,0.82675
