v
-0.00117846
-0.00121293
-0.000634016
-0.000355118
5.3437e-05
0.000345153
-0.0015108
-0.000963515
-0.000782526
-0.000211588
-9.18786e-05
0.000546075
-0.00173402
-0.00096916
-0.000799943
-0.000203013
1.70214e-07
0.000696473
-0.00190575
-0.000998182
-0.000851944
-0.000127904
1.55147e-05
0.00093582
-0.00207901
-0.00103687
-0.00087348
-9.8746e-05
9.32153e-05
0.00106685
-0.00215083
-0.00105438
-0.000893649
-6.62785e-05
0.00011311
0.00117157
-0.00221713
-0.00108082
-0.000900918
-4.98238e-05
0.00014512
0.0012416
-0.00235713
-0.00111732
-0.000924804
-9.77634e-06
0.000206003
0.00139277
-0.0024528
-0.00117133
-0.000934535
2.06985e-05
0.00026488
0.00151677
-0.00255705
-0.00120941
-0.000940207
4.41317e-05
0.000331965
0.0016251
-0.00255242
-0.0012426
-0.000938733
5.47919e-05
0.000344816
0.00166989
-0.00259555
-0.00127529
-0.000923686
4.55654e-05
0.000415811
0.001678
-0.00263363
-0.00127623
-0.00093102
6.67958e-05
0.000437059
0.00173042
-0.00261239
-0.00131016
-0.000898481
5.02953e-05
0.00050825
0.00172927
-0.00255612
-0.00123762
-0.000910156
8.26538e-05
0.000429859
0.00167757
-0.00225929
-0.00149424
-0.000793871
-8.01011e-06
0.000698018
0.00150262
-0.00171748
-0.00199808
-0.00234747
-0.00266701
-0.00290554
-0.00302646
-0.00231609
-0.00288631
-0.00351339
-0.00397261
-0.00440817
-0.00457659
-0.0032793
-0.00407014
-0.00498211
-0.00575814
-0.00628296
-0.00655175
-0.00487809
-0.00584522
-0.0073659
-0.00832547
-0.00934707
-0.00955109
-0.00593806
-0.00748885
-0.00936144
-0.0106552
-0.0117907
-0.0121448
-0.00314413
-0.00333364
-0.00351593
-0.0036258
-0.00370648
-0.00475002
-0.00504666
-0.00524364
-0.00539668
-0.00536545
-0.00680755
-0.00717217
-0.00743936
-0.00751367
-0.007592
-0.00992268
-0.0104743
-0.0106746
-0.0109529
-0.0106404
-0.0125866
-0.0131448
-0.0134636
-0.0134659
-0.0133837
-0.00372462
-0.00372398
-0.00362203
-0.00330293
-0.00264076
-0.00540529
-0.00532293
-0.00499141
-0.004388
-0.00350396
-0.00750568
-0.00725633
-0.00680058
-0.00584471
-0.00459751
-0.0107303
-0.0102393
-0.00935636
-0.00807836
-0.00614368
-0.0131474
-0.0125847
-0.0113992
-0.00968278
-0.00741825
-0.00173146
-0.000852528
9.25825e-05
0.000992863
0.0018323
-0.00218066
-0.00101519
0.000327941
0.00145561
0.00283832
-0.00282166
-0.00119814
0.000564582
0.00221866
0.0039308
-0.00371212
-0.00155784
0.00102192
0.00297573
0.00579862
-0.00441975
-0.00173837
0.00118362
0.00391522
0.00693013
0.00254258
0.00285012
0.00293508
0.00292187
0.00283762
0.00367741
0.00427115
0.00457023
0.0046217
0.00465187
0.00520281
0.00614385
0.00658484
0.00691288
0.00682644
0.00749894
0.00872694
0.00974603
0.00995021
0.0102211
0.00893978
0.0109663
0.0119608
0.0126956
0.0127922
0.00279585
0.00265774
0.00247216
0.00226442
0.00213272
0.00462001
0.00446499
0.00423726
0.00392567
0.00376332
0.00686083
0.00674967
0.00645271
0.00607405
0.00581081
0.0102064
0.0101161
0.00982341
0.00923516
0.00902214
0.0129169
0.0128981
0.0125737
0.0119527
0.0116021
0.00203544
0.00172121
0.00146335
0.00103052
0.000731416
0.00354834
0.0031931
0.00261115
0.00205882
0.00145879
0.00563408
0.00491312
0.00427548
0.00328745
0.00238793
0.00847355
0.00780329
0.00655856
0.00526875
0.00419052
0.0110943
0.0100894
0.00864473
0.0069154
0.00516435
-0.0011319
-0.00151419
-0.00197634
-0.00252318
-0.00343117
-0.00076248
-0.000861021
-0.00100555
-0.00142244
-0.00153303
-0.000204708
-9.01877e-06
0.000197774
0.000731865
0.000839892
0.000198131
0.00059629
0.00126584
0.00170165
0.00280223
-0.00641491
-0.00839844
-0.0104028
-0.0119132
-0.0131104
-0.0135597
-0.00801626
-0.0109001
-0.0132512
-0.0152824
-0.0166358
-0.0172625
-0.010639
-0.0142657
-0.0175527
-0.0200554
-0.0217941
-0.0224875
-0.0150311
-0.0195755
-0.0240587
-0.0272533
-0.0293328
-0.0301406
-0.0180589
-0.0239406
-0.0290581
-0.0327242
-0.0349871
-0.0357219
-0.0139738
-0.0146251
-0.0148957
-0.0149454
-0.0146618
-0.0177192
-0.0184308
-0.0187015
-0.0185188
-0.0183112
-0.0230291
-0.0237617
-0.0239124
-0.0234957
-0.0230803
-0.0306777
-0.0313654
-0.0311745
-0.0304113
-0.0295988
-0.0363231
-0.0367802
-0.0363564
-0.035165
-0.0341831
-0.0146351
-0.0137172
-0.0125765
-0.0103978
-0.00822495
-0.0178971
-0.0169549
-0.0151258
-0.0127979
-0.00937734
-0.0225585
-0.0210412
-0.0187626
-0.0154176
-0.0118033
-0.0288615
-0.026629
-0.0234293
-0.0192254
-0.0141578
-0.0331839
-0.0304282
-0.0266547
-0.0216192
-0.0161874
-0.00470877
-0.00190213
0.00133841
0.00434468
0.00739339
-0.00586982
-0.00212198
0.00162978
0.0052732
0.00914337
-0.00681362
-0.00261661
0.00207691
0.00650557
0.0109808
-0.00858122
-0.00311089
0.00261498
0.00799451
0.0140287
-0.00946262
-0.00351844
0.00295658
0.00905046
0.0155546
0.0101584
0.011946
0.0132976
0.014013
0.0141768
0.0121102
0.0147416
0.0164175
0.0175032
0.0177845
0.015101
0.0182859
0.0206185
0.0221401
0.0226079
0.0186659
0.0230332
0.0262134
0.0283964
0.0292242
0.0210673
0.0262399
0.0299711
0.0327508
0.0337045
0.0144192
0.0143478
0.0140696
0.0134071
0.0129933
0.0180651
0.018205
0.0179044
0.0172383
0.0166752
0.0230843
0.0234459
0.0232734
0.0225777
0.0219255
0.0298995
0.0307613
0.0308151
0.0302615
0.029509
0.0346915
0.0358482
0.0362168
0.0357747
0.0350654
0.0124786
0.0113478
0.00972465
0.00791052
0.00543118
0.0161652
0.014642
0.0127639
0.0100816
0.00760132
0.021324
0.0194798
0.0170037
0.0135412
0.0102752
0.028845
0.0266751
0.0233725
0.0191823
0.0138151
0.0344051
0.0320422
0.0283859
0.0232771
0.0170772
-0.00398685
-0.00504803
-0.00673611
-0.00882169
-0.0109271
-0.00156281
-0.00196257
-0.00244967
-0.0034696
-0.00406802
0.000863677
0.00131446
0.00181343
0.00272989
0.00329011
0.00344358
0.00435307
0.00598157
0.00836077
0.0103811
-0.0209872
-0.0282742
-0.0340301
-0.0382013
-0.0405555
-0.0413938
-0.0303656
-0.040414
-0.0486153
-0.0537304
-0.0565707
-0.0571021
-0.0447228
-0.0578921
-0.0688846
-0.0748564
-0.0777233
-0.0779842
-0.0649136
-0.0852682
-0.097813
-0.104316
-0.10581
-0.10524
-0.0850036
-0.111902
-0.124029
-0.125803
-0.124803
-0.123591
-0.0419104
-0.0422626
-0.0414982
-0.0400054
-0.0386941
-0.0576363
-0.0572663
-0.0556924
-0.053013
-0.0511527
-0.0782171
-0.0768137
-0.0739751
-0.069772
-0.0671385
-0.104685
-0.10148
-0.0968155
-0.0905907
-0.0868529
-0.122057
-0.117341
-0.111108
-0.103497
-0.099042
-0.0375641
-0.0342252
-0.0298408
-0.0241614
-0.0177983
-0.0492773
-0.0445206
-0.0384545
-0.030689
-0.0228392
-0.0643522
-0.0578146
-0.0495062
-0.0394798
-0.0287443
-0.0830001
-0.0740507
-0.0631801
-0.0498493
-0.0367508
-0.0944613
-0.0840271
-0.0713931
-0.0562526
-0.0411377
-0.0106452
-0.00382533
0.00323293
0.0103195
0.0167452
-0.0132004
-0.00493397
0.00429421
0.0125488
0.0227217
-0.0170556
-0.00605969
0.00523627
0.0165642
0.027203
-0.0211791
-0.00782765
0.00686029
0.0202196
0.0363687
-0.0239722
-0.00871189
0.00760812
0.0231111
0.0397631
0.024068
0.0292586
0.0338488
0.0369625
0.0382843
0.0297451
0.0379813
0.04386
0.0486672
0.050443
0.0390515
0.0486165
0.056987
0.0634271
0.0661455
0.0483817
0.0622225
0.0728469
0.0818035
0.0855557
0.0550931
0.0701463
0.0826997
0.0930733
0.0975664
0.0394041
0.0409824
0.0415867
0.0413507
0.0405865
0.0522964
0.0548986
0.0563894
0.0567211
0.056103
0.0687911
0.0728498
0.0756194
0.0768844
0.0766845
0.0892609
0.0953576
0.0999651
0.103005
0.103586
0.102024
0.109488
0.115593
0.120115
0.121591
0.0399981
0.0373477
0.0334073
0.02722
0.0202826
0.0556106
0.052644
0.0476475
0.0390205
0.0304113
0.0762675
0.0735255
0.0672041
0.0568987
0.0421534
0.104073
0.102371
0.096151
0.0831029
0.0623144
0.122827
0.12341
0.121076
0.107695
0.083196
-0.0128107
-0.0189974
-0.0259115
-0.038991
-0.049998
-0.00473746
-0.00657098
-0.00987315
-0.0142004
-0.0169099
0.00392105
0.00567705
0.00853005
0.0121403
0.0147829
0.012154
0.0174449
0.0250355
0.0381228
0.0459168
-0.0998035
-0.109751
-0.116959
-0.113868
-0.120174
-0.0502392
-0.0568365
-0.0583475
-0.0653853
-0.0630717
-0.0189524
-0.0208577
-0.0228582
-0.0221418
-0.0237368
0.0161016
0.0180766
0.0195738
0.0194517
0.0205704
0.0489245
0.0536569
0.0573109
0.0613583
0.0615491
0.0910404
0.103731
0.107685
0.110264
0.11245
-0.130429
-0.133251
-0.137535
-0.134923
-0.133023
-0.154446
-0.174523
-0.160977
-0.156203
-0.155527
-0.15421
-0.184067
-0.188809
-0.183668
-0.181565
-0.164496
-0.184284
-0.202458
-0.210794
-0.211469
-0.162308
-0.18968
-0.202442
-0.209688
-0.212613
-0.131098
-0.125962
-0.119532
-0.111313
-0.106494
-0.152977
-0.146871
-0.138726
-0.129545
-0.124106
-0.178167
-0.171186
-0.162553
-0.151584
-0.145184
-0.209815
-0.201005
-0.189866
-0.178436
-0.171627
-0.215334
-0.215114
-0.207252
-0.194339
-0.186201
-0.101567
-0.0904153
-0.0769528
-0.0608233
-0.0446147
-0.118637
-0.105911
-0.090369
-0.0714032
-0.0521521
-0.138587
-0.124003
-0.106118
-0.0845333
-0.0619266
-0.16467
-0.148074
-0.127409
-0.10096
-0.0729367
-0.177777
-0.160723
-0.139747
-0.113499
-0.0825218
-0.0258988
-0.00943538
0.00824471
0.0249892
0.0431415
-0.0307097
-0.0110689
0.00970363
0.0295428
0.0507068
-0.0361717
-0.0131231
